,,,"D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017"
,,,"Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:"
"GEO.id","GEO.id2","GEO.display-label",,"Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:"
"Id","Id2","Geography",,,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races",,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races"
"1000000US060750167002005",60750167002005,"Block 2005, Block Group 2, Census Tract 167, San Francisco County, California",64,57,40,2,0,13,0,0,2,7,6,0,0,0,0,1,0
"1000000US060750167003000",60750167003000,"Block 3000, Block Group 3, Census Tract 167, San Francisco County, California",197,176,121,13,0,22,0,2,18,21,12,2,1,0,0,4,2
"1000000US060750167003001",60750167003001,"Block 3001, Block Group 3, Census Tract 167, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750167003002",60750167003002,"Block 3002, Block Group 3, Census Tract 167, San Francisco County, California",265,242,197,6,0,16,0,2,21,23,13,0,0,0,0,5,5
"1000000US060750167003003",60750167003003,"Block 3003, Block Group 3, Census Tract 167, San Francisco County, California",191,168,142,7,5,7,1,1,5,23,14,0,1,0,0,6,2
"1000000US060750167003004",60750167003004,"Block 3004, Block Group 3, Census Tract 167, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750167003005",60750167003005,"Block 3005, Block Group 3, Census Tract 167, San Francisco County, California",115,107,92,2,0,7,0,2,4,8,3,0,0,0,0,5,0
"1000000US060750167003006",60750167003006,"Block 3006, Block Group 3, Census Tract 167, San Francisco County, California",144,137,106,2,0,20,1,0,8,7,7,0,0,0,0,0,0
"1000000US060750167004000",60750167004000,"Block 4000, Block Group 4, Census Tract 167, San Francisco County, California",202,169,131,7,2,7,0,1,21,33,22,0,3,0,0,1,7
"1000000US060750167004001",60750167004001,"Block 4001, Block Group 4, Census Tract 167, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750167004002",60750167004002,"Block 4002, Block Group 4, Census Tract 167, San Francisco County, California",204,190,144,10,1,25,0,0,10,14,9,1,0,0,0,1,3
"1000000US060750167004003",60750167004003,"Block 4003, Block Group 4, Census Tract 167, San Francisco County, California",240,226,176,12,1,26,1,0,10,14,9,2,0,0,0,3,0
"1000000US060750167004004",60750167004004,"Block 4004, Block Group 4, Census Tract 167, San Francisco County, California",208,182,132,16,0,21,1,0,12,26,16,2,0,0,0,6,2
"1000000US060750167004005",60750167004005,"Block 4005, Block Group 4, Census Tract 167, San Francisco County, California",303,264,206,16,3,26,0,0,13,39,24,0,0,1,0,5,9
"1000000US060750167004006",60750167004006,"Block 4006, Block Group 4, Census Tract 167, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750167004007",60750167004007,"Block 4007, Block Group 4, Census Tract 167, San Francisco County, California",223,197,172,6,2,9,0,1,7,26,17,0,0,0,0,4,5
"1000000US060750168011000",60750168011000,"Block 1000, Block Group 1, Census Tract 168.01, San Francisco County, California",300,278,230,25,0,13,0,0,10,22,13,0,2,1,0,4,2
"1000000US060750168011001",60750168011001,"Block 1001, Block Group 1, Census Tract 168.01, San Francisco County, California",287,266,198,19,1,27,1,5,15,21,16,0,0,0,0,4,1
"1000000US060750168011002",60750168011002,"Block 1002, Block Group 1, Census Tract 168.01, San Francisco County, California",257,227,164,27,1,26,1,0,8,30,9,0,0,2,0,16,3
"1000000US060750168011003",60750168011003,"Block 1003, Block Group 1, Census Tract 168.01, San Francisco County, California",309,192,131,18,1,9,0,2,31,117,98,4,0,0,0,10,5
"1000000US060750168011004",60750168011004,"Block 1004, Block Group 1, Census Tract 168.01, San Francisco County, California",120,107,93,3,0,7,1,1,2,13,7,0,0,0,0,6,0
"1000000US060750168011005",60750168011005,"Block 1005, Block Group 1, Census Tract 168.01, San Francisco County, California",137,125,83,17,0,19,0,1,5,12,8,0,0,0,0,3,1
"1000000US060750168012000",60750168012000,"Block 2000, Block Group 2, Census Tract 168.01, San Francisco County, California",123,116,94,4,0,12,0,1,5,7,5,0,0,0,0,2,0
"1000000US060750168012001",60750168012001,"Block 2001, Block Group 2, Census Tract 168.01, San Francisco County, California",97,89,59,19,0,6,0,0,5,8,6,0,0,0,0,1,1
"1000000US060750168012002",60750168012002,"Block 2002, Block Group 2, Census Tract 168.01, San Francisco County, California",142,126,107,7,0,7,0,0,5,16,15,0,0,0,0,0,1
"1000000US060750168012003",60750168012003,"Block 2003, Block Group 2, Census Tract 168.01, San Francisco County, California",129,128,100,8,3,11,0,1,5,1,0,0,0,0,0,1,0
"1000000US060750168012004",60750168012004,"Block 2004, Block Group 2, Census Tract 168.01, San Francisco County, California",160,135,104,16,0,9,0,1,5,25,12,0,0,0,0,8,5
"1000000US060750168012005",60750168012005,"Block 2005, Block Group 2, Census Tract 168.01, San Francisco County, California",229,188,44,43,0,88,1,6,6,41,19,0,0,1,0,20,1
"1000000US060750168012006",60750168012006,"Block 2006, Block Group 2, Census Tract 168.01, San Francisco County, California",240,214,154,13,0,27,0,1,19,26,12,0,0,1,0,9,4
"1000000US060750168013000",60750168013000,"Block 3000, Block Group 3, Census Tract 168.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168013001",60750168013001,"Block 3001, Block Group 3, Census Tract 168.01, San Francisco County, California",123,113,67,26,3,10,0,0,7,10,5,1,1,0,0,3,0
"1000000US060750168013002",60750168013002,"Block 3002, Block Group 3, Census Tract 168.01, San Francisco County, California",94,88,78,3,0,3,0,0,4,6,5,0,0,1,0,0,0
"1000000US060750168013003",60750168013003,"Block 3003, Block Group 3, Census Tract 168.01, San Francisco County, California",219,204,174,8,1,15,0,0,6,15,11,1,0,0,0,3,0
"1000000US060750168013004",60750168013004,"Block 3004, Block Group 3, Census Tract 168.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168013005",60750168013005,"Block 3005, Block Group 3, Census Tract 168.01, San Francisco County, California",252,232,195,7,0,20,0,0,10,20,11,0,0,0,0,3,6
"1000000US060750168021000",60750168021000,"Block 1000, Block Group 1, Census Tract 168.02, San Francisco County, California",78,59,35,13,0,6,2,0,3,19,7,0,0,1,0,9,2
"1000000US060750168021001",60750168021001,"Block 1001, Block Group 1, Census Tract 168.02, San Francisco County, California",43,38,29,2,0,5,1,0,1,5,3,0,0,0,0,1,1
"1000000US060750168021002",60750168021002,"Block 1002, Block Group 1, Census Tract 168.02, San Francisco County, California",107,98,72,11,1,11,0,1,2,9,3,0,0,0,0,5,1
"1000000US060750168021003",60750168021003,"Block 1003, Block Group 1, Census Tract 168.02, San Francisco County, California",148,134,107,5,0,12,0,1,9,14,4,1,0,1,0,5,3
"1000000US060750168021004",60750168021004,"Block 1004, Block Group 1, Census Tract 168.02, San Francisco County, California",3,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"1000000US060750168021005",60750168021005,"Block 1005, Block Group 1, Census Tract 168.02, San Francisco County, California",154,131,94,5,0,21,1,1,9,23,13,2,1,0,0,6,1
"1000000US060750168021006",60750168021006,"Block 1006, Block Group 1, Census Tract 168.02, San Francisco County, California",62,53,35,2,0,13,0,0,3,9,3,0,2,1,0,0,3
"1000000US060750168021007",60750168021007,"Block 1007, Block Group 1, Census Tract 168.02, San Francisco County, California",230,214,144,9,0,48,0,3,10,16,12,0,0,0,0,4,0
"1000000US060750168021008",60750168021008,"Block 1008, Block Group 1, Census Tract 168.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168021009",60750168021009,"Block 1009, Block Group 1, Census Tract 168.02, San Francisco County, California",66,50,27,5,2,13,0,0,3,16,13,0,0,1,0,1,1
"1000000US060750168021010",60750168021010,"Block 1010, Block Group 1, Census Tract 168.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168021011",60750168021011,"Block 1011, Block Group 1, Census Tract 168.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168021012",60750168021012,"Block 1012, Block Group 1, Census Tract 168.02, San Francisco County, California",58,53,39,5,0,7,0,0,2,5,2,0,0,0,0,3,0
"1000000US060750168021013",60750168021013,"Block 1013, Block Group 1, Census Tract 168.02, San Francisco County, California",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168021014",60750168021014,"Block 1014, Block Group 1, Census Tract 168.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168021015",60750168021015,"Block 1015, Block Group 1, Census Tract 168.02, San Francisco County, California",63,58,52,1,0,3,0,2,0,5,3,0,0,0,0,2,0
"1000000US060750168021016",60750168021016,"Block 1016, Block Group 1, Census Tract 168.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750168022000",60750168022000,"Block 2000, Block Group 2, Census Tract 168.02, San Francisco County, California",105,96,78,4,0,8,0,0,6,9,6,0,0,1,0,2,0
"1000000US060750168022001",60750168022001,"Block 2001, Block Group 2, Census Tract 168.02, San Francisco County, California",179,168,122,23,0,12,0,0,11,11,8,0,0,0,0,2,1
"1000000US060750168022002",60750168022002,"Block 2002, Block Group 2, Census Tract 168.02, San Francisco County, California",345,321,226,33,0,46,0,2,14,24,10,0,2,1,0,7,4
"1000000US060750168022003",60750168022003,"Block 2003, Block Group 2, Census Tract 168.02, San Francisco County, California",168,139,5,96,7,29,0,0,2,29,4,6,1,0,0,13,5
"1000000US060750168022004",60750168022004,"Block 2004, Block Group 2, Census Tract 168.02, San Francisco County, California",241,221,156,16,9,28,1,3,8,20,8,0,0,0,0,8,4
"1000000US060750168022005",60750168022005,"Block 2005, Block Group 2, Census Tract 168.02, San Francisco County, California",134,124,103,4,0,11,0,1,5,10,4,0,0,0,0,2,4
"1000000US060750168022006",60750168022006,"Block 2006, Block Group 2, Census Tract 168.02, San Francisco County, California",171,120,18,82,1,17,0,0,2,51,10,1,0,0,0,40,0
"1000000US060750168023000",60750168023000,"Block 3000, Block Group 3, Census Tract 168.02, San Francisco County, California",138,124,90,14,0,13,0,0,7,14,9,1,1,0,0,3,0
"1000000US060750168023001",60750168023001,"Block 3001, Block Group 3, Census Tract 168.02, San Francisco County, California",118,73,57,2,0,7,0,0,7,45,14,0,0,1,0,28,2
"1000000US060750168023002",60750168023002,"Block 3002, Block Group 3, Census Tract 168.02, San Francisco County, California",140,131,108,2,0,13,0,0,8,9,5,0,1,2,0,0,1
"1000000US060750168023003",60750168023003,"Block 3003, Block Group 3, Census Tract 168.02, San Francisco County, California",329,281,199,26,3,41,0,0,12,48,32,1,0,1,0,11,3
"1000000US060750168023004",60750168023004,"Block 3004, Block Group 3, Census Tract 168.02, San Francisco County, California",183,151,121,3,0,17,0,3,7,32,23,0,0,1,0,4,4
"1000000US060750169001000",60750169001000,"Block 1000, Block Group 1, Census Tract 169, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750169001001",60750169001001,"Block 1001, Block Group 1, Census Tract 169, San Francisco County, California",174,161,118,10,2,23,1,0,7,13,9,0,1,0,0,3,0
"1000000US060750169001002",60750169001002,"Block 1002, Block Group 1, Census Tract 169, San Francisco County, California",311,265,175,32,1,41,0,4,12,46,17,0,1,3,0,19,6
"1000000US060750169001003",60750169001003,"Block 1003, Block Group 1, Census Tract 169, San Francisco County, California",352,319,246,5,0,48,1,0,19,33,19,0,2,0,0,9,3
"1000000US060750169001004",60750169001004,"Block 1004, Block Group 1, Census Tract 169, San Francisco County, California",303,284,233,12,0,25,0,2,12,19,14,0,0,1,0,4,0
"1000000US060750169001005",60750169001005,"Block 1005, Block Group 1, Census Tract 169, San Francisco County, California",222,201,171,6,0,16,0,1,7,21,14,0,0,0,0,1,6
"1000000US060750169001006",60750169001006,"Block 1006, Block Group 1, Census Tract 169, San Francisco County, California",231,214,158,6,1,33,0,2,14,17,11,0,0,0,0,4,2
"1000000US060750169001007",60750169001007,"Block 1007, Block Group 1, Census Tract 169, San Francisco County, California",232,202,172,0,2,20,0,0,8,30,20,0,1,0,0,4,5
"1000000US060750169001008",60750169001008,"Block 1008, Block Group 1, Census Tract 169, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750169002000",60750169002000,"Block 2000, Block Group 2, Census Tract 169, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750169002001",60750169002001,"Block 2001, Block Group 2, Census Tract 169, San Francisco County, California",201,174,139,6,1,19,0,0,9,27,17,0,0,0,0,10,0
"1000000US060750169002002",60750169002002,"Block 2002, Block Group 2, Census Tract 169, San Francisco County, California",274,250,213,4,0,17,0,0,16,24,13,1,0,0,0,7,3
"1000000US060750169002003",60750169002003,"Block 2003, Block Group 2, Census Tract 169, San Francisco County, California",173,159,129,0,0,20,0,2,8,14,11,0,1,0,0,1,1
"1000000US060750169002004",60750169002004,"Block 2004, Block Group 2, Census Tract 169, San Francisco County, California",133,117,99,6,0,5,0,1,6,16,9,3,0,0,0,3,1
"1000000US060750169002005",60750169002005,"Block 2005, Block Group 2, Census Tract 169, San Francisco County, California",177,168,146,4,0,13,0,1,4,9,3,0,1,0,0,3,2
"1000000US060750169002006",60750169002006,"Block 2006, Block Group 2, Census Tract 169, San Francisco County, California",141,121,97,2,5,11,0,0,6,20,13,0,1,0,0,5,1
"1000000US060750170001000",60750170001000,"Block 1000, Block Group 1, Census Tract 170, San Francisco County, California",165,144,118,4,0,20,0,0,2,21,19,0,0,0,0,2,0
"1000000US060750170001001",60750170001001,"Block 1001, Block Group 1, Census Tract 170, San Francisco County, California",166,160,149,1,0,8,0,0,2,6,6,0,0,0,0,0,0
"1000000US060750170001002",60750170001002,"Block 1002, Block Group 1, Census Tract 170, San Francisco County, California",168,151,140,0,0,6,0,4,1,17,16,0,0,0,0,1,0
"1000000US060750170001003",60750170001003,"Block 1003, Block Group 1, Census Tract 170, San Francisco County, California",106,102,83,0,0,7,0,2,10,4,2,0,0,0,0,1,1
"1000000US060750170001004",60750170001004,"Block 1004, Block Group 1, Census Tract 170, San Francisco County, California",11,8,7,1,0,0,0,0,0,3,2,0,1,0,0,0,0
"1000000US060750170001005",60750170001005,"Block 1005, Block Group 1, Census Tract 170, San Francisco County, California",217,199,173,3,0,15,0,1,7,18,17,0,0,1,0,0,0
"1000000US060750170001006",60750170001006,"Block 1006, Block Group 1, Census Tract 170, San Francisco County, California",23,20,20,0,0,0,0,0,0,3,3,0,0,0,0,0,0
"1000000US060750170001007",60750170001007,"Block 1007, Block Group 1, Census Tract 170, San Francisco County, California",62,55,50,2,0,0,0,0,3,7,7,0,0,0,0,0,0
"1000000US060750170002000",60750170002000,"Block 2000, Block Group 2, Census Tract 170, San Francisco County, California",452,410,352,9,0,41,1,0,7,42,19,2,0,1,0,14,6
"1000000US060750170002001",60750170002001,"Block 2001, Block Group 2, Census Tract 170, San Francisco County, California",8,8,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"1000000US060750170002002",60750170002002,"Block 2002, Block Group 2, Census Tract 170, San Francisco County, California",130,128,95,1,0,21,0,0,11,2,1,0,0,0,0,0,1
"1000000US060750170002003",60750170002003,"Block 2003, Block Group 2, Census Tract 170, San Francisco County, California",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1000000US060750170002004",60750170002004,"Block 2004, Block Group 2, Census Tract 170, San Francisco County, California",323,294,249,3,0,27,0,0,15,29,16,0,1,1,0,8,3
"1000000US060750170002005",60750170002005,"Block 2005, Block Group 2, Census Tract 170, San Francisco County, California",166,159,137,0,0,16,1,0,5,7,7,0,0,0,0,0,0
"1000000US060750170002006",60750170002006,"Block 2006, Block Group 2, Census Tract 170, San Francisco County, California",112,104,85,1,0,14,0,1,3,8,5,0,0,0,0,3,0
"1000000US060750170002007",60750170002007,"Block 2007, Block Group 2, Census Tract 170, San Francisco County, California",118,106,85,2,0,13,1,0,5,12,10,0,0,0,0,2,0
"1000000US060750170002008",60750170002008,"Block 2008, Block Group 2, Census Tract 170, San Francisco County, California",92,86,73,4,0,7,0,0,2,6,3,0,0,0,0,2,1
"1000000US060750170002009",60750170002009,"Block 2009, Block Group 2, Census Tract 170, San Francisco County, California",567,524,436,10,2,54,1,4,17,43,23,1,1,1,0,10,7
"1000000US060750170002010",60750170002010,"Block 2010, Block Group 2, Census Tract 170, San Francisco County, California",70,67,57,0,0,10,0,0,0,3,2,0,0,0,0,1,0
"1000000US060750170003000",60750170003000,"Block 3000, Block Group 3, Census Tract 170, San Francisco County, California",87,86,79,1,0,6,0,0,0,1,1,0,0,0,0,0,0
"1000000US060750170003001",60750170003001,"Block 3001, Block Group 3, Census Tract 170, San Francisco County, California",174,160,142,2,0,16,0,0,0,14,7,0,0,0,0,5,2
"1000000US060750170003002",60750170003002,"Block 3002, Block Group 3, Census Tract 170, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750170003003",60750170003003,"Block 3003, Block Group 3, Census Tract 170, San Francisco County, California",127,112,98,2,0,8,0,1,3,15,9,1,0,0,0,3,2
"1000000US060750170003004",60750170003004,"Block 3004, Block Group 3, Census Tract 170, San Francisco County, California",75,71,64,0,1,5,0,0,1,4,3,0,0,1,0,0,0
"1000000US060750170003005",60750170003005,"Block 3005, Block Group 3, Census Tract 170, San Francisco County, California",174,162,144,2,0,9,0,1,6,12,11,0,0,0,0,1,0
"1000000US060750170003006",60750170003006,"Block 3006, Block Group 3, Census Tract 170, San Francisco County, California",95,88,75,0,0,6,1,0,6,7,5,0,0,1,0,0,1
"1000000US060750170003007",60750170003007,"Block 3007, Block Group 3, Census Tract 170, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750171011000",60750171011000,"Block 1000, Block Group 1, Census Tract 171.01, San Francisco County, California",42,40,35,0,0,4,0,0,1,2,2,0,0,0,0,0,0
"1000000US060750171011001",60750171011001,"Block 1001, Block Group 1, Census Tract 171.01, San Francisco County, California",135,126,113,0,0,6,0,0,7,9,3,0,0,0,0,0,6
"1000000US060750171011002",60750171011002,"Block 1002, Block Group 1, Census Tract 171.01, San Francisco County, California",179,175,147,3,0,15,0,1,9,4,2,0,0,0,0,0,2
"1000000US060750171011003",60750171011003,"Block 1003, Block Group 1, Census Tract 171.01, San Francisco County, California",351,323,279,9,2,24,1,1,7,28,16,0,0,1,0,10,1
"1000000US060750171011004",60750171011004,"Block 1004, Block Group 1, Census Tract 171.01, San Francisco County, California",385,342,284,17,1,19,0,0,21,43,24,0,7,2,0,6,4
"1000000US060750171011005",60750171011005,"Block 1005, Block Group 1, Census Tract 171.01, San Francisco County, California",161,147,130,5,1,9,0,0,2,14,8,0,0,1,0,3,2
"1000000US060750171012000",60750171012000,"Block 2000, Block Group 2, Census Tract 171.01, San Francisco County, California",74,69,57,1,0,10,0,0,1,5,3,0,0,0,0,0,2
"1000000US060750171012001",60750171012001,"Block 2001, Block Group 2, Census Tract 171.01, San Francisco County, California",135,120,100,0,0,16,0,1,3,15,12,0,1,0,0,2,0
"1000000US060750171012002",60750171012002,"Block 2002, Block Group 2, Census Tract 171.01, San Francisco County, California",345,323,279,9,0,20,0,1,14,22,16,1,0,0,0,4,1
"1000000US060750171012003",60750171012003,"Block 2003, Block Group 2, Census Tract 171.01, San Francisco County, California",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750171012004",60750171012004,"Block 2004, Block Group 2, Census Tract 171.01, San Francisco County, California",43,41,41,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"1000000US060750171012005",60750171012005,"Block 2005, Block Group 2, Census Tract 171.01, San Francisco County, California",265,246,218,5,0,15,0,0,8,19,13,0,0,0,0,1,5
"1000000US060750171012006",60750171012006,"Block 2006, Block Group 2, Census Tract 171.01, San Francisco County, California",100,94,73,10,0,6,0,2,3,6,6,0,0,0,0,0,0
"1000000US060750171012007",60750171012007,"Block 2007, Block Group 2, Census Tract 171.01, San Francisco County, California",120,115,93,2,0,13,0,0,7,5,5,0,0,0,0,0,0
"1000000US060750171013000",60750171013000,"Block 3000, Block Group 3, Census Tract 171.01, San Francisco County, California",70,56,23,27,1,0,2,0,3,14,8,2,0,1,0,1,2
"1000000US060750171013001",60750171013001,"Block 3001, Block Group 3, Census Tract 171.01, San Francisco County, California",259,246,206,14,0,14,1,0,11,13,8,0,1,0,0,3,1
"1000000US060750171013002",60750171013002,"Block 3002, Block Group 3, Census Tract 171.01, San Francisco County, California",273,261,221,12,0,15,0,1,12,12,8,0,1,0,0,2,1
"1000000US060750171013003",60750171013003,"Block 3003, Block Group 3, Census Tract 171.01, San Francisco County, California",233,213,176,5,0,18,0,2,12,20,20,0,0,0,0,0,0
"1000000US060750171013004",60750171013004,"Block 3004, Block Group 3, Census Tract 171.01, San Francisco County, California",152,131,115,2,0,14,0,0,0,21,13,0,0,0,0,8,0
"1000000US060750171013005",60750171013005,"Block 3005, Block Group 3, Census Tract 171.01, San Francisco County, California",221,206,183,9,0,9,0,0,5,15,9,0,2,0,0,2,2
"1000000US060750171021000",60750171021000,"Block 1000, Block Group 1, Census Tract 171.02, San Francisco County, California",231,216,193,6,0,13,0,1,3,15,10,0,0,0,0,3,2
"1000000US060750171021001",60750171021001,"Block 1001, Block Group 1, Census Tract 171.02, San Francisco County, California",204,190,164,3,1,14,0,0,8,14,5,0,1,5,0,3,0
"1000000US060750171021002",60750171021002,"Block 1002, Block Group 1, Census Tract 171.02, San Francisco County, California",196,175,140,7,1,18,0,0,9,21,18,0,0,0,1,2,0
"1000000US060750171021003",60750171021003,"Block 1003, Block Group 1, Census Tract 171.02, San Francisco County, California",130,119,87,4,1,18,0,2,7,11,8,0,0,0,0,1,2
"1000000US060750171021004",60750171021004,"Block 1004, Block Group 1, Census Tract 171.02, San Francisco County, California",148,147,120,5,1,14,0,0,7,1,1,0,0,0,0,0,0
"1000000US060750171021005",60750171021005,"Block 1005, Block Group 1, Census Tract 171.02, San Francisco County, California",138,135,116,3,1,13,0,0,2,3,2,1,0,0,0,0,0
"1000000US060750171021006",60750171021006,"Block 1006, Block Group 1, Census Tract 171.02, San Francisco County, California",153,144,131,0,0,10,0,0,3,9,6,0,0,0,0,3,0
"1000000US060750171022000",60750171022000,"Block 2000, Block Group 2, Census Tract 171.02, San Francisco County, California",111,107,81,2,0,14,0,0,10,4,4,0,0,0,0,0,0
"1000000US060750171022001",60750171022001,"Block 2001, Block Group 2, Census Tract 171.02, San Francisco County, California",68,62,49,6,0,5,0,0,2,6,4,0,0,0,0,1,1
"1000000US060750171022002",60750171022002,"Block 2002, Block Group 2, Census Tract 171.02, San Francisco County, California",123,113,104,4,1,4,0,0,0,10,3,0,0,1,0,3,3
"1000000US060750171022003",60750171022003,"Block 2003, Block Group 2, Census Tract 171.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750171022004",60750171022004,"Block 2004, Block Group 2, Census Tract 171.02, San Francisco County, California",101,93,88,0,1,0,0,0,4,8,6,0,1,0,0,0,1
"1000000US060750171022005",60750171022005,"Block 2005, Block Group 2, Census Tract 171.02, San Francisco County, California",133,129,91,1,0,20,0,0,17,4,3,0,0,0,0,1,0
"1000000US060750171022006",60750171022006,"Block 2006, Block Group 2, Census Tract 171.02, San Francisco County, California",108,102,83,4,0,7,0,1,7,6,2,0,0,0,0,1,3
"1000000US060750171023000",60750171023000,"Block 3000, Block Group 3, Census Tract 171.02, San Francisco County, California",295,270,212,7,0,33,0,1,17,25,13,0,0,0,0,11,1
"1000000US060750171023001",60750171023001,"Block 3001, Block Group 3, Census Tract 171.02, San Francisco County, California",277,250,194,28,0,17,0,0,11,27,13,0,0,3,0,4,7
"1000000US060750171023002",60750171023002,"Block 3002, Block Group 3, Census Tract 171.02, San Francisco County, California",130,119,96,2,0,17,0,0,4,11,5,0,0,0,0,6,0
"1000000US060750171023003",60750171023003,"Block 3003, Block Group 3, Census Tract 171.02, San Francisco County, California",196,182,144,2,1,27,0,0,8,14,9,0,0,0,0,0,5
"1000000US060750171023004",60750171023004,"Block 3004, Block Group 3, Census Tract 171.02, San Francisco County, California",186,174,139,7,0,19,0,0,9,12,8,2,0,0,0,2,0
"1000000US060750171023005",60750171023005,"Block 3005, Block Group 3, Census Tract 171.02, San Francisco County, California",153,134,106,13,0,12,0,0,3,19,6,2,2,0,0,8,1
"1000000US060750171023006",60750171023006,"Block 3006, Block Group 3, Census Tract 171.02, San Francisco County, California",370,347,275,20,0,35,2,2,13,23,14,0,0,0,0,6,3
"1000000US060750176011000",60750176011000,"Block 1000, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011001",60750176011001,"Block 1001, Block Group 1, Census Tract 176.01, San Francisco County, California",21,21,8,3,0,2,1,0,7,0,0,0,0,0,0,0,0
"1000000US060750176011002",60750176011002,"Block 1002, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011003",60750176011003,"Block 1003, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011004",60750176011004,"Block 1004, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011005",60750176011005,"Block 1005, Block Group 1, Census Tract 176.01, San Francisco County, California",2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011006",60750176011006,"Block 1006, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011007",60750176011007,"Block 1007, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011008",60750176011008,"Block 1008, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011009",60750176011009,"Block 1009, Block Group 1, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176011010",60750176011010,"Block 1010, Block Group 1, Census Tract 176.01, San Francisco County, California",16,9,9,0,0,0,0,0,0,7,3,0,0,0,0,3,1
"1000000US060750176012000",60750176012000,"Block 2000, Block Group 2, Census Tract 176.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750176012001",60750176012001,"Block 2001, Block Group 2, Census Tract 176.01, San Francisco County, California",194,172,135,6,1,16,2,0,12,22,6,0,1,1,0,10,4
"1000000US060750176012002",60750176012002,"Block 2002, Block Group 2, Census Tract 176.01, San Francisco County, California",818,735,320,259,18,108,0,2,28,83,29,1,5,3,0,35,10
